locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJKHBEAE_02655	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
BJKHBEAE_02656	CDS	345	yejG			putative protein YejG
BJKHBEAE_02657	CDS	1191	bcr		COG2814	Bicyclomycin resistance protein
BJKHBEAE_02658	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
BJKHBEAE_02659	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
BJKHBEAE_02660	CDS	285	rplY		COG1825	Large ribosomal subunit protein bL25
BJKHBEAE_02661	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
BJKHBEAE_02662	CDS	228				hypothetical protein
BJKHBEAE_02663	CDS	1761	yejM		COG3083	Inner membrane protein YejM
BJKHBEAE_02664	tRNA	77				tRNA-Pro(ggg)
BJKHBEAE_02665	CDS	2511	ypjA_2		COG3468	putative autotransporter YpjA
BJKHBEAE_02666	CDS	417				hypothetical protein
BJKHBEAE_02667	CDS	1179				hypothetical protein
BJKHBEAE_02668	CDS	489	aaaT	2.3.1.-	COG1247	L-amino acid N-acetyltransferase AaaT
BJKHBEAE_02669	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
BJKHBEAE_02670	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
BJKHBEAE_02671	CDS	996	gntR_1		COG1609	HTH-type transcriptional regulator GntR
BJKHBEAE_02672	CDS	528	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
BJKHBEAE_02673	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
BJKHBEAE_02674	CDS	594				hypothetical protein
BJKHBEAE_02675	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BJKHBEAE_02676	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
BJKHBEAE_02677	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
BJKHBEAE_02678	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
BJKHBEAE_02679	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
BJKHBEAE_02680	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
BJKHBEAE_02681	CDS	282				hypothetical protein
BJKHBEAE_02682	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
BJKHBEAE_02683	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
BJKHBEAE_02684	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
BJKHBEAE_02685	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
BJKHBEAE_02686	CDS	1599	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
BJKHBEAE_02687	CDS	1227	rtcB	6.5.1.8	COG1690	RNA-splicing ligase RtcB
BJKHBEAE_02688	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
BJKHBEAE_02689	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
BJKHBEAE_02690	CDS	2394	malP_3	2.4.1.1	COG0058	Maltodextrin phosphorylase
BJKHBEAE_02691	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
BJKHBEAE_02692	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
BJKHBEAE_02693	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
BJKHBEAE_02694	CDS	684				hypothetical protein
BJKHBEAE_02695	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
BJKHBEAE_02696	CDS	879				ISNCY family transposase ISVsa17
BJKHBEAE_02697	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
BJKHBEAE_02698	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
BJKHBEAE_02699	CDS	228	feoA		COG1918	Fe(2+) transport protein A
BJKHBEAE_02700	CDS	2322	yhgF		COG2183	Protein YhgF
BJKHBEAE_02701	CDS	477	greB		COG0782	Transcription elongation factor GreB
BJKHBEAE_02702	CDS	720	ompR		COG0745	DNA-binding dual transcriptional regulator OmpR
BJKHBEAE_02703	CDS	1353	envZ			two-component system sensor histidine kinase EnvZ
BJKHBEAE_02704	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
BJKHBEAE_02705	CDS	1725				hypothetical protein
BJKHBEAE_02706	CDS	879	hslO		COG1281	33 kDa chaperonin
BJKHBEAE_02707	CDS	402	hslR		COG1188	Heat shock protein 15
BJKHBEAE_02708	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
BJKHBEAE_02709	CDS	2136	yrfF			Putative membrane protein IgaA 
BJKHBEAE_02710	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
BJKHBEAE_02711	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
BJKHBEAE_02712	CDS	780				hypothetical protein
BJKHBEAE_02713	CDS	540				hypothetical protein
BJKHBEAE_02714	CDS	441				hypothetical protein
BJKHBEAE_02715	CDS	405				hypothetical protein
BJKHBEAE_02716	CDS	1209	pilQ			Fimbrial assembly protein PilQ
BJKHBEAE_02717	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
BJKHBEAE_02718	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
BJKHBEAE_02719	CDS	1287	damX		COG3266	Cell division protein DamX
BJKHBEAE_02720	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
BJKHBEAE_02721	CDS	678	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
BJKHBEAE_02722	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
BJKHBEAE_02723	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BJKHBEAE_02724	CDS	906				hypothetical protein
BJKHBEAE_02725	CDS	363				hypothetical protein
BJKHBEAE_02726	CDS	1164	yhfX		COG3457	putative protein YhfX
BJKHBEAE_02727	CDS	1227	deoB_2	5.4.2.7		Phosphopentomutase
BJKHBEAE_02728	CDS	879	php	3.1.-.-	COG1735	Phosphotriesterase homology protein
BJKHBEAE_02729	CDS	354				hypothetical protein
BJKHBEAE_02730	CDS	1305				hypothetical protein
BJKHBEAE_02731	CDS	1086	yhfS		COG0626	putative protein YhfS
BJKHBEAE_02732	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
BJKHBEAE_02733	CDS	786	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
BJKHBEAE_02734	CDS	831	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
BJKHBEAE_02735	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
BJKHBEAE_02736	CDS	1338	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
BJKHBEAE_02737	CDS	168				hypothetical protein
BJKHBEAE_02738	CDS	1374	cysG		COG0007	Siroheme synthase
BJKHBEAE_02739	CDS	807	nirC		COG2116	Nitrite transporter NirC
BJKHBEAE_02740	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
BJKHBEAE_02741	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BJKHBEAE_02742	CDS	1182	tsgA		COG0738	Protein TsgA
BJKHBEAE_02743	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
BJKHBEAE_02744	CDS	168	yhfG			putative protein YhfG
BJKHBEAE_02745	CDS	603	fic	2.7.7.108	COG2184	putative protein adenylyltransferase Fic
BJKHBEAE_02746	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
BJKHBEAE_02747	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
BJKHBEAE_02748	CDS	2091				hypothetical protein
BJKHBEAE_02749	CDS	633	crp		COG0664	DNA-binding transcriptional dual regulator CRP
BJKHBEAE_02750	CDS	405	yhfA		COG1765	Protein YhfA
BJKHBEAE_02751	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
BJKHBEAE_02752	CDS	219				hypothetical protein
BJKHBEAE_02753	CDS	1023				hypothetical protein
BJKHBEAE_02754	CDS	1914	yheS		COG0488	putative ATP-binding protein YheS
BJKHBEAE_02755	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
BJKHBEAE_02756	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
BJKHBEAE_02757	CDS	201				hypothetical protein
BJKHBEAE_02758	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
BJKHBEAE_02759	CDS	219	slyX		COG2900	Protein SlyX 
BJKHBEAE_02760	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
BJKHBEAE_02761	CDS	723	dauR			Transcriptional regulator DauR
BJKHBEAE_02762	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
BJKHBEAE_02763	CDS	360	tusC		COG2923	Protein TusC
BJKHBEAE_02764	CDS	288	tusB		COG2168	Protein TusB
BJKHBEAE_02765	CDS	375	rpsL		COG0048	Small ribosomal subunit protein uS12
BJKHBEAE_02766	CDS	540	rpsG		COG0049	Small ribosomal subunit protein uS7
BJKHBEAE_02767	CDS	2115	fusA1			elongation factor G FusA1
BJKHBEAE_02768	CDS	1191	intA_2		COG0582	Prophage integrase IntA
BJKHBEAE_02769	tRNA	85				tRNA-Leu(caa)
BJKHBEAE_02770	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
BJKHBEAE_02771	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
BJKHBEAE_02772	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
BJKHBEAE_02773	CDS	765	idnO	1.1.1.69	COG1028	5-keto-D-gluconate 5-reductase
BJKHBEAE_02774	CDS	1320	idnT_2		COG2610	Gnt-II system L-idonate transporter
BJKHBEAE_02775	CDS	999	gntR_2		COG1609	HTH-type transcriptional regulator GntR
BJKHBEAE_02776	CDS	1503				hypothetical protein
BJKHBEAE_02777	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
BJKHBEAE_02778	CDS	1080	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
BJKHBEAE_02779	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
BJKHBEAE_02780	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
BJKHBEAE_02781	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BJKHBEAE_02782	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
BJKHBEAE_02783	CDS	504				hypothetical protein
BJKHBEAE_02784	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
BJKHBEAE_02785	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
BJKHBEAE_02786	CDS	1815	yjgL			putative protein YjgL
BJKHBEAE_02787	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
BJKHBEAE_02788	CDS	594	bdcR		COG1309	HTH-type transcriptional repressor BdcR
BJKHBEAE_02789	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
BJKHBEAE_02790	CDS	396	yjgH		COG0251	RutC family protein YjgH
BJKHBEAE_02791	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
BJKHBEAE_02792	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
BJKHBEAE_02793	CDS	387	ridA_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BJKHBEAE_02794	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
BJKHBEAE_02795	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
BJKHBEAE_02796	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
BJKHBEAE_02797	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
BJKHBEAE_02798	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
BJKHBEAE_02799	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
BJKHBEAE_02800	CDS	303	cybC		COG3783	Soluble cytochrome b562
BJKHBEAE_02801	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
BJKHBEAE_02802	CDS	552	darP		COG3028	Dual-action ribosomal maturation protein DarP
BJKHBEAE_02803	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
BJKHBEAE_02804	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
BJKHBEAE_02805	CDS	996	yjfF		COG1172	Inner membrane ABC transporter permease protein YjfF
BJKHBEAE_02806	CDS	1023	ytfT		COG1172	Galactofuranose transporter permease protein YtfT
BJKHBEAE_02807	CDS	1503	ytfR	7.5.2.9	COG1129	Galactofuranose transporter ATP-binding protein YtfR
BJKHBEAE_02808	CDS	957	ytfQ		COG1879	Galactofuranose-binding protein YtfQ
BJKHBEAE_02809	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
BJKHBEAE_02810	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
BJKHBEAE_02811	CDS	252	chpS		COG2336	Antitoxin ChpS
BJKHBEAE_02812	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
BJKHBEAE_02813	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
BJKHBEAE_02814	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
BJKHBEAE_02815	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BJKHBEAE_02816	CDS	1344	paeA		COG1253	Polyamine export protein
BJKHBEAE_02817	CDS	207				hypothetical protein
BJKHBEAE_02818	CDS	555	ytfJ		COG3054	putative protein YtfJ
BJKHBEAE_02819	CDS	939				hypothetical protein
BJKHBEAE_02820	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
BJKHBEAE_02821	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
BJKHBEAE_02822	CDS	381				hypothetical protein
BJKHBEAE_02823	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
BJKHBEAE_02824	CDS	966	ytfF		COG0697	Inner membrane protein YtfF
BJKHBEAE_02825	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
BJKHBEAE_02826	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
BJKHBEAE_02827	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
BJKHBEAE_02828	CDS	639				hypothetical protein
BJKHBEAE_02829	CDS	327				hypothetical protein
BJKHBEAE_02830	CDS	795				hypothetical protein
BJKHBEAE_02831	CDS	450	rplI		COG0359	Large ribosomal subunit protein bL9
BJKHBEAE_02832	CDS	228	rpsR		COG0238	Small ribosomal subunit protein bS18
BJKHBEAE_02833	CDS	315	priB		COG2965	Replication restart protein PriB
BJKHBEAE_02834	CDS	396	rpsF		COG0360	Small ribosomal subunit protein bS6
BJKHBEAE_02835	CDS	276				hypothetical protein
BJKHBEAE_02836	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
BJKHBEAE_02837	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
BJKHBEAE_02838	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
BJKHBEAE_02839	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
BJKHBEAE_02840	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
BJKHBEAE_02841	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
BJKHBEAE_02842	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
BJKHBEAE_02843	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
BJKHBEAE_02844	CDS	750				hypothetical protein
BJKHBEAE_02845	CDS	330	bsmA		COG3650	Lipoprotein BsmA
BJKHBEAE_02846	CDS	276				hypothetical protein
BJKHBEAE_02847	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
BJKHBEAE_02848	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
BJKHBEAE_02849	CDS	639				hypothetical protein
BJKHBEAE_02850	CDS	399				hypothetical protein
BJKHBEAE_02851	CDS	660				hypothetical protein
BJKHBEAE_02852	CDS	699				hypothetical protein
BJKHBEAE_02853	CDS	402				hypothetical protein
BJKHBEAE_02854	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BJKHBEAE_02855	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
BJKHBEAE_02856	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
BJKHBEAE_02857	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
BJKHBEAE_02858	CDS	198				hypothetical protein
BJKHBEAE_02859	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
BJKHBEAE_02860	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
BJKHBEAE_02861	CDS	1281	hflX		COG2262	GTPase HflX
BJKHBEAE_02862	CDS	309	hfq		COG1923	RNA-binding protein Hfq
BJKHBEAE_02863	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BJKHBEAE_02864	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
BJKHBEAE_02865	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
BJKHBEAE_02866	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BJKHBEAE_02867	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BJKHBEAE_02868	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
BJKHBEAE_02869	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
BJKHBEAE_02870	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein MppA
BJKHBEAE_02871	CDS	900	pgrR_2		COG0583	HTH-type transcriptional regulator PgrR
BJKHBEAE_02872	CDS	921	ycjY		COG1073	putative protein YcjY
BJKHBEAE_02873	CDS	183				hypothetical protein
BJKHBEAE_02874	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
BJKHBEAE_02875	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
BJKHBEAE_02876	CDS	507	tpx	1.11.1.24	COG2077	Thiol peroxidase
BJKHBEAE_02877	CDS	1542	tyrR		COG3283	HTH-type transcriptional regulatory protein TyrR
BJKHBEAE_02878	CDS	1062				hypothetical protein
BJKHBEAE_02879	CDS	1398	ycjX	3.6.5.2	COG3106	Ras-like GTPase YcjX
BJKHBEAE_02880	CDS	999	celR			HTH-type transcriptional regulator CelR
BJKHBEAE_02881	CDS	906	ompG			Outer membrane porin G
BJKHBEAE_02882	CDS	969	msmX	7.5.2.-	COG3842	Oligosaccharides import ATP-binding protein MsmX
BJKHBEAE_02883	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
BJKHBEAE_02884	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
BJKHBEAE_02885	CDS	1056	ycjS	1.1.1.-	COG0673	D-glucoside 3-dehydrogenase
BJKHBEAE_02886	CDS	789	ycjR	5.1.3.-	COG1082	3-dehydro-D-guloside 4-epimerase
BJKHBEAE_02887	CDS	1053	ycjQ	1.1.1.-	COG1063	D-guloside 3-dehydrogenase
BJKHBEAE_02888	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
BJKHBEAE_02889	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
BJKHBEAE_02890	CDS	1293	ycjN		COG1653	Putative ABC transporter periplasmic-binding protein YcjN
BJKHBEAE_02891	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
BJKHBEAE_02892	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
BJKHBEAE_02893	CDS	222	pspD			Phage shock protein D
BJKHBEAE_02894	CDS	360	pspC		COG1983	Phage shock protein C
BJKHBEAE_02895	CDS	225	pspB_2			Phage shock protein B
BJKHBEAE_02896	CDS	669	pspA		COG1842	Phage shock protein A
BJKHBEAE_02897	CDS	978	pspF		COG1221	Psp operon transcriptional activator
BJKHBEAE_02898	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
BJKHBEAE_02899	CDS	1281	puuB	1.4.3.-	COG0665	Gamma-glutamylputrescine oxidoreductase
BJKHBEAE_02900	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
BJKHBEAE_02901	CDS	558	puuR		COG1396	HTH-type transcriptional regulator PuuR
BJKHBEAE_02902	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
BJKHBEAE_02903	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
BJKHBEAE_02904	CDS	1386	puuP		COG0531	Putrescine importer PuuP
BJKHBEAE_02905	CDS	246				hypothetical protein
BJKHBEAE_02906	CDS	1644	sapA			Peptide transport periplasmic protein SapA
BJKHBEAE_02907	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
BJKHBEAE_02908	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
BJKHBEAE_02909	CDS	993	sapD		COG4172	Putrescine export system ATP-binding protein SapD
BJKHBEAE_02910	CDS	807	sapF		COG4172	Putrescine export system ATP-binding protein SapF
BJKHBEAE_02911	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
BJKHBEAE_02912	CDS	1128				hypothetical protein
BJKHBEAE_02913	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
BJKHBEAE_02914	CDS	1986	pdeR	3.1.4.52	COG5001	Cyclic di-GMP phosphodiesterase PdeR
BJKHBEAE_02915	CDS	174				hypothetical protein
BJKHBEAE_02916	CDS	750	srlR_4		COG1349	Glucitol operon repressor
BJKHBEAE_02917	CDS	219	osmB			Osmotically-inducible lipoprotein B
BJKHBEAE_02918	CDS	327	yciH		COG0023	putative protein YciH
BJKHBEAE_02919	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
BJKHBEAE_02920	CDS	1170	lapB_2		COG2956	Lipopolysaccharide assembly protein B
BJKHBEAE_02921	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
BJKHBEAE_02922	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
BJKHBEAE_02923	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
BJKHBEAE_02924	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
BJKHBEAE_02925	CDS	96	ymiC			Protein YmiC
BJKHBEAE_02926	CDS	168				hypothetical protein
BJKHBEAE_02927	CDS	129	ymiA			Protein YmiA
BJKHBEAE_02928	CDS	975	cysB			HTH-type transcriptional regulator CysB
BJKHBEAE_02929	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
BJKHBEAE_02930	CDS	252	yciN			Protein YciN
BJKHBEAE_02931	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
BJKHBEAE_02932	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
BJKHBEAE_02933	CDS	591	btuR	2.5.1.17		Corrinoid adenosyltransferase CobA
BJKHBEAE_02934	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
BJKHBEAE_02935	CDS	1896				hypothetical protein
BJKHBEAE_02936	CDS	621	yciO		COG0009	putative protein YciO
BJKHBEAE_02937	CDS	882	rnm	3.1.13.-	COG0613	5'-3' exoribonuclease Rnm
BJKHBEAE_02938	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
BJKHBEAE_02939	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
BJKHBEAE_02940	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
BJKHBEAE_02941	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
BJKHBEAE_02942	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
BJKHBEAE_02943	CDS	180				Putative virulence-regulating protein
BJKHBEAE_02944	CDS	501	yciF		COG3685	Protein YciF
BJKHBEAE_02945	CDS	507	yciE		COG3685	Protein YciE
BJKHBEAE_02946	CDS	639	ompW		COG3047	Outer membrane protein W
BJKHBEAE_02947	CDS	744				hypothetical protein
BJKHBEAE_02948	CDS	540	yciB		COG2917	Inner membrane-spanning protein YciB
BJKHBEAE_02949	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
BJKHBEAE_02950	CDS	735	tonB		COG0810	Protein TonB
BJKHBEAE_02951	CDS	297	yciI		COG2350	Protein YciI
BJKHBEAE_02952	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
BJKHBEAE_02953	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
BJKHBEAE_02954	CDS	330	yciU		COG3099	Putative double-stranded DNA mimic protein YciU
BJKHBEAE_02955	CDS	1005	oppF	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
BJKHBEAE_02956	CDS	1014	oppD	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
BJKHBEAE_02957	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
BJKHBEAE_02958	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
BJKHBEAE_02959	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein OppA
BJKHBEAE_02960	CDS	609	yibF		COG0625	putative GST-like protein YibF
BJKHBEAE_02961	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
BJKHBEAE_02962	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
BJKHBEAE_02963	CDS	1152	adhB	1.1.1.1	COG1454	Alcohol dehydrogenase 2
BJKHBEAE_02964	CDS	1539	aldB	1.2.1.4	COG1012	Aldehyde dehydrogenase B
BJKHBEAE_02965	CDS	213				hypothetical protein
BJKHBEAE_02966	CDS	324	yiaW_2			Inner membrane protein YiaW
BJKHBEAE_02967	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
BJKHBEAE_02968	CDS	975				hypothetical protein
BJKHBEAE_02969	CDS	741	mipA_2		COG3713	MltA-interacting protein
